targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE1228+0131,1721,NGC4536,19,"('187.70833333333334', '1.256388888888889')","('188.61271', '2.18814')",0.02452044226264005,0.010214692062596991,179.96633842111865,161.04141082342767,337.59992494886507,x,2103.0,1808.0,87.0,14.9,x,29.6,15.4,59.0,95.0,50.9,455.15,.SXT4..,0.36,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031
HE1228+0131,1721,NGC4527,19,"('187.70833333333334', '1.256388888888889')","('188.53509', '2.65366')",0.014269988214809475,0.007849978899031168,187.03616663496922,175.11224114835605,385.3113758018855,x,2031.0,1736.0,15.0,13.6,x,31.3,10.7,70.0,70.0,39.4,369.96,.SXS4..,0.36,67.0,SAB(s)bc;HII_LINER,SAB(s)bc;HII_LINER,0.005791
HE1228+0131,1721,NGC4517A,19,"('187.70833333333334', '1.256388888888889')","('188.11732', '0.38967')",0.0032433793367083706,0.0013929548002726503,184.55485695962207,170.10127277595544,403.1051346083094,x,1818.0,1525.0,-196.0,24.1,x,30.7,16.9,57.0,30.0,55.3,238.86,.SBT8*.,0.36,30.0,SB(rs)dm:_HII,SB(rs)dm:_HII,0.005087
HE1228+0131,1721,UGC07612,19,"('187.70833333333334', '1.256388888888889')","('187.25892', '2.72319')",6.190986870717436e-11,7.459197456313254e-81,81.55643225270019,28.81985426750108,390.8965129777376,x,1870.0,1575.0,-146.0,14.6,x,9.4,4.7,60.0,145.0,18.0,128.28,.S..9*.,0.36,145.0,Sm:_HII,Sm:_HII,0.005254
HE1228+0131,1721,PGC041700,19,"('187.70833333333334', '1.256388888888889')","('188.33653', '1.52174')",3.9807699730817896e-11,3.293949418672918e-134,66.54533988759152,18.520259177452136,324.60800946450695,x,1937.0,1643.0,-78.0,27.28,x,7.0,2.4,70.0,179.0,68.1,-99.99,.S..7?/,0.36,-99,Sd?_sp,Sd?_sp,0.00548
HE1228+0131,1721,IC3474,19,"('187.70833333333334', '1.256388888888889')","('188.15215', '2.66152')",1.6889413398993515e-11,4.963132822723806e-58,97.07824255240514,42.08991565684113,483.47921996697556,x,2022.0,1727.0,6.0,18.8,x,12.1,1.2,84.0,36.0,18.5,137.45,.S..7./,0.36,36.0,Sd(f)_HII,Sd(f)_HII,0.005761
HE1228+0131,1721,NGC4409,19,"('187.70833333333334', '1.256388888888889')","('186.74375', '2.49436')",2.782989371853733e-13,3.658823169629914e-82,89.18150695194646,35.00061428032371,479.2432012331958,x,1980.0,1685.0,-36.0,17.5,x,10.7,4.7,64.0,10.0,47.9,122.5,.SBR4*.,0.36,8.0,SB(r)bc:;HII_LINER,SB(r)bc:;HII_LINER,0.005621
HE1228+0131,1721,UGC07512,19,"('187.70833333333334', '1.256388888888889')","('186.42223', '2.15898')",8.484008473140149e-20,0.0,44.44619413241409,7.701882886671284,290.59491002174724,x,1800.0,1505.0,-216.0,10.6,x,3.9,1.4,69.0,130.0,4.9,75.54,.IBS9..,0.36,130.0,ImIV,ImIV,0.00502
HE1228+0131,1721,2PIGGNGPGALB+3.26065+0.04028,19,"('187.70833333333334', '1.256388888888889')","('187.46075', '2.03158')",3.0731306409650044e-35,0.0,46.7780388647478,8.607438643406063,416.6980283640284,x,2084.0,1789.0,68.0,29.34,x,4.2,2.1,60.0,152.0,10.3,-99.99,x,0.36,-99,x,x,0.005966
HE1228+0131,1721,PGC041840,19,"('187.70833333333334', '1.256388888888889')","('188.64575', '2.56883')",7.182519992264513e-48,0.0,46.00667649591621,8.3018672598398,478.445567159329,x,2143.0,1848.0,127.0,17.0,x,4.1,2.4,55.0,151.0,64.5,30.77,       ,0.36,-99,BCD,BCD,0.006164
HE1228+0131,1721,PGC041631,19,"('187.70833333333334', '1.256388888888889')","('188.21403', '2.62973')",1.1873650332582592e-57,0.0,37.934954608957455,5.458113227114293,434.1943309292474,x,2069.0,1774.0,53.0,17.0,x,3.1,1.9,52.0,39.0,18.8,22.81,       ,0.36,-99,BCD:,BCD:,0.005917
HE1228+0131,1721,SDSSJ123227.71+002307.6,19,"('187.70833333333334', '1.256388888888889')","('188.1155', '0.38553')",3.5105444027537706e-123,0.0,26.06981975654495,2.414953415699773,437.24145195054456,x,1851.0,1558.0,-163.0,26.06,x,1.8,1.6,26.0,26.0,51.1,-99.99,x,0.36,-99,x,x,0.005197
HE1228+0131,1721,2PIGGNGPGALB+3.27192+0.01184,19,"('187.70833333333334', '1.256388888888889')","('188.10766', '0.40259')",3.623469832597345e-260,0.0,16.159478144105144,0.8538149682454624,394.1558389837365,x,1702.0,1409.0,-312.0,23.96,x,0.9,0.9,0.0,172.0,17.1,-99.99,x,0.36,-99,x,x,0.0047
HE1228+0131,1721,SDSSJ123246.60+013408.1,19,"('187.70833333333334', '1.256388888888889')","('188.19417', '1.56894')",0.0,0.0,9.234670285617243,0.2529822128134704,260.0745712055772,x,1832.0,1538.0,-183.0,25.8,x,0.4,0.4,24.0,108.0,50.8,-99.99,x,0.36,-99,x,x,0.005131
HE1228+0131,1721,[YWP2010]J188.336+01.523,19,"('187.70833333333334', '1.256388888888889')","('188.336', '1.523')",-99.99,-99.99,-99.99,-99.99,324.6098435878792,x,1937.0,1643.0,-78.0,27.28,x,-99.99,-99.99,-99,-99,14.0,-99.99,x,0.36,-99,x,x,0.00548
HE1228+0131,1721,[YWP2010]J187.460+02.036,19,"('187.70833333333334', '1.256388888888889')","('187.46', '2.036')",-99.99,-99.99,-99.99,-99.99,372.1330269948312,x,1851.0,1556.0,-165.0,26.06,x,-99.99,-99.99,-99,-99,81.3,-99.99,x,0.36,-99,x,x,0.00519
HE1228+0131,1721,PGC042143,19,"('187.70833333333334', '1.256388888888889')","('189.37125', '4.75142')",-99.99,-99.99,-99.99,-99.99,486.9155788744329,x,1935.0,1638.0,-83.0,7.21,x,-99.99,-99.99,-99,-99,55.6,-99.99,x,0.36,-99,dE,dE,0.005464
HE1228+0131,1721,2PIGGNGPGALB+3.27344+0.03219,19,"('187.70833333333334', '1.256388888888889')","('188.19354', '1.56867')",-99.99,-99.99,-99.99,-99.99,258.46140877498186,x,1823.0,1529.0,-192.0,25.67,x,-99.99,-99.99,-99,-99,23.8,-99.99,x,0.36,-99,x,x,0.0051
HE1228+0131,1721,2PIGGNGPGALB+3.27205+0.01125,19,"('187.70833333333334', '1.256388888888889')","('188.11533', '0.36881')",-99.99,-99.99,-99.99,-99.99,422.80784526595664,x,1762.0,1469.0,-252.0,24.81,x,-99.99,-99.99,-99,-99,74.4,-99.99,x,0.36,-99,x,x,0.0049
